registroSesionId,asignacionId,alumnoId,semanaIdx,sesionIdx,ordenEjecucion,tipo,code,nombre,duracionObjetivoSeg,duracionRealSeg,estado,iniciosPausa,inicioISO,finISO,id,created_date,updated_date,created_by_id,created_by,is_sample
"6916947f835fcba2c147da14","6916947f27b9d45a77719bdb","6913f9c07890d136d35d0a77","0","0","0","CB","CB-SEED-001","Calentamiento B","360","344","completado","0","2025-11-03T08:20:00.000Z","2025-11-03T08:25:44.000Z","6916947f835fcba2c147da15","2025-11-14T02:31:27.742000","2025-11-14T02:31:27.742000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"6916947f835fcba2c147da14","6916947f27b9d45a77719bdb","6913f9c07890d136d35d0a77","0","0","1","TM","TM-SEED-001","Técnica Mantenimiento","360","334","completado","1","2025-11-03T08:25:44.000Z","2025-11-03T08:31:18.000Z","6916948076584a87cef2e1a7","2025-11-14T02:31:28.023000","2025-11-14T02:31:28.023000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"691694808eb8317552c406dc","6916947f27b9d45a77719bdb","6913f9c07890d136d35d0a77","0","1","0","CA","CA-SEED-001","Calentamiento A","300","318","completado","1","2025-11-04T06:45:00.000Z","2025-11-04T06:50:18.000Z","6916948027b9d45a77719bdd","2025-11-14T02:31:28.582000","2025-11-14T02:31:28.582000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"691694808eb8317552c406dc","6916947f27b9d45a77719bdb","6913f9c07890d136d35d0a77","0","1","1","CB","CB-SEED-001","Calentamiento B","360","365","completado","1","2025-11-04T06:50:18.000Z","2025-11-04T06:56:23.000Z","69169480a768bf0d5e9d9d34","2025-11-14T02:31:28.835000","2025-11-14T02:31:28.835000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"691694808eb8317552c406dc","6916947f27b9d45a77719bdb","6913f9c07890d136d35d0a77","0","1","2","TC","TC-SEED-001","Técnica Central","480","451","completado","0","2025-11-04T06:56:23.000Z","2025-11-04T07:03:54.000Z","69169481ef64486af2e2a252","2025-11-14T02:31:29.063000","2025-11-14T02:31:29.063000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"6916948177f1c8b1fc969452","6916947f27b9d45a77719bdb","6913f9c07890d136d35d0a77","0","2","0","TC","TC-SEED-001","Técnica Central","480","465","completado","1","2025-11-05T07:26:00.000Z","2025-11-05T07:33:45.000Z","691694818403f15edc52384b","2025-11-14T02:31:29.659000","2025-11-14T02:31:29.659000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"6916948177f1c8b1fc969452","6916947f27b9d45a77719bdb","6913f9c07890d136d35d0a77","0","2","1","TM","TM-SEED-001","Técnica Mantenimiento","360","354","completado","0","2025-11-05T07:33:45.000Z","2025-11-05T07:39:39.000Z","69169481550bcb86d8beb6fd","2025-11-14T02:31:29.986000","2025-11-14T02:31:29.986000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169482ec6b15a5387b4202","6916947f27b9d45a77719bdb","6913f9c07890d136d35d0a77","0","3","0","CA","CA-SEED-001","Calentamiento A","300","274","completado","0","2025-11-07T07:15:00.000Z","2025-11-07T07:19:34.000Z","69169482ec6b15a5387b4203","2025-11-14T02:31:30.489000","2025-11-14T02:31:30.489000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169482ec6b15a5387b4202","6916947f27b9d45a77719bdb","6913f9c07890d136d35d0a77","0","3","1","CB","CB-SEED-001","Calentamiento B","360","372","completado","0","2025-11-07T07:19:34.000Z","2025-11-07T07:25:46.000Z","69169482b7471cb46095432b","2025-11-14T02:31:30.741000","2025-11-14T02:31:30.741000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169482ec6b15a5387b4202","6916947f27b9d45a77719bdb","6913f9c07890d136d35d0a77","0","3","2","FM","FM-SEED-001","Fragmento Musical","600","624","completado","0","2025-11-07T07:25:46.000Z","2025-11-07T07:36:10.000Z","691694828e024e826a8560ce","2025-11-14T02:31:30.988000","2025-11-14T02:31:30.988000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169482ec6b15a5387b4202","6916947f27b9d45a77719bdb","6913f9c07890d136d35d0a77","0","3","3","TC","TC-SEED-001","Técnica Central","480","507","completado","1","2025-11-07T07:36:10.000Z","2025-11-07T07:44:37.000Z","69169483b968350bfe9cc868","2025-11-14T02:31:31.200000","2025-11-14T02:31:31.200000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169483eb7c3b9a186dbe89","6916947f27b9d45a77719bdb","6913f9c07890d136d35d0a77","0","4","0","FM","FM-SEED-001","Fragmento Musical","600","607","completado","1","2025-11-09T08:05:00.000Z","2025-11-09T08:15:07.000Z","69169483603ad071498b09f7","2025-11-14T02:31:31.646000","2025-11-14T02:31:31.646000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169483eb7c3b9a186dbe89","6916947f27b9d45a77719bdb","6913f9c07890d136d35d0a77","0","4","1","VC","VC-SEED-001","Vuelta a la Calma","240","245","completado","1","2025-11-09T08:15:07.000Z","2025-11-09T08:19:12.000Z","69169483ef64486af2e2a254","2025-11-14T02:31:31.884000","2025-11-14T02:31:31.884000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"6916948452012918c46ca673","69169484eb7c3b9a186dbe8a","6913f9c07890d136d35d0a77","0","0","0","CA","CA-SEED-001","Calentamiento A","300","320","completado","0","2025-11-10T06:21:00.000Z","2025-11-10T06:26:20.000Z","691694851dfb53fe9f8505f4","2025-11-14T02:31:33.069000","2025-11-14T02:31:33.069000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"6916948452012918c46ca673","69169484eb7c3b9a186dbe8a","6913f9c07890d136d35d0a77","0","0","1","TC","TC-SEED-001","Técnica Central","480","500","completado","1","2025-11-10T06:26:20.000Z","2025-11-10T06:34:40.000Z","69169485550bcb86d8beb702","2025-11-14T02:31:33.328000","2025-11-14T02:31:33.328000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"6916948452012918c46ca673","69169484eb7c3b9a186dbe8a","6913f9c07890d136d35d0a77","0","0","2","FM","FM-SEED-001","Fragmento Musical","600","0","omitido","1","2025-11-10T06:34:40.000Z","2025-11-10T06:34:40.000Z","6916948598bfa39012f547eb","2025-11-14T02:31:33.674000","2025-11-14T02:31:33.674000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"6916948452012918c46ca673","69169484eb7c3b9a186dbe8a","6913f9c07890d136d35d0a77","0","0","3","TM","TM-SEED-001","Técnica Mantenimiento","360","334","completado","1","2025-11-10T06:34:40.000Z","2025-11-10T06:40:14.000Z","691694857859763f31eb74dc","2025-11-14T02:31:33.894000","2025-11-14T02:31:33.894000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169486c6b8a3df98d53511","69169484eb7c3b9a186dbe8a","6913f9c07890d136d35d0a77","0","1","0","CB","CB-SEED-001","Calentamiento B","360","355","completado","1","2025-11-12T09:09:00.000Z","2025-11-12T09:14:55.000Z","6916948639409a9b9548c4b4","2025-11-14T02:31:34.476000","2025-11-14T02:31:34.476000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169486c6b8a3df98d53511","69169484eb7c3b9a186dbe8a","6913f9c07890d136d35d0a77","0","1","1","TC","TC-SEED-001","Técnica Central","480","501","completado","0","2025-11-12T09:14:55.000Z","2025-11-12T09:23:16.000Z","691694862aa670ec5428b70c","2025-11-14T02:31:34.704000","2025-11-14T02:31:34.704000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169486c6b8a3df98d53511","69169484eb7c3b9a186dbe8a","6913f9c07890d136d35d0a77","0","1","2","CA","CA-SEED-001","Calentamiento A","300","270","completado","0","2025-11-12T09:23:16.000Z","2025-11-12T09:27:46.000Z","69169486ac277754693fd52c","2025-11-14T02:31:34.943000","2025-11-14T02:31:34.943000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169486c6b8a3df98d53511","69169484eb7c3b9a186dbe8a","6913f9c07890d136d35d0a77","0","1","3","TM","TM-SEED-001","Técnica Mantenimiento","360","375","completado","1","2025-11-12T09:27:46.000Z","2025-11-12T09:34:01.000Z","691694875bef3f8bef4a6383","2025-11-14T02:31:35.191000","2025-11-14T02:31:35.191000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"6916948709a41f2717131546","69169484eb7c3b9a186dbe8a","6913f9c07890d136d35d0a77","0","2","0","TC","TC-SEED-001","Técnica Central","480","0","omitido","1","2025-11-14T21:21:00.000Z","2025-11-14T21:21:00.000Z","69169487f4c3303759caeeaf","2025-11-14T02:31:35.823000","2025-11-14T02:31:35.823000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"6916948709a41f2717131546","69169484eb7c3b9a186dbe8a","6913f9c07890d136d35d0a77","0","2","1","TM","TM-SEED-001","Técnica Mantenimiento","360","0","omitido","0","2025-11-14T21:21:00.000Z","2025-11-14T21:21:00.000Z","691694881257871788e613bc","2025-11-14T02:31:36.052000","2025-11-14T02:31:36.052000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169488f4c3303759caeeb0","69169484eb7c3b9a186dbe8a","6913f9c07890d136d35d0a77","0","3","0","FM","FM-SEED-001","Fragmento Musical","600","583","completado","1","2025-11-15T15:17:00.000Z","2025-11-15T15:26:43.000Z","6916948871dabc67911cc6a9","2025-11-14T02:31:36.583000","2025-11-14T02:31:36.583000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169488f4c3303759caeeb0","69169484eb7c3b9a186dbe8a","6913f9c07890d136d35d0a77","0","3","1","CA","CA-SEED-001","Calentamiento A","300","0","omitido","1","2025-11-15T15:26:43.000Z","2025-11-15T15:26:43.000Z","69169488fbd966e6398131ce","2025-11-14T02:31:36.840000","2025-11-14T02:31:36.840000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169488f4c3303759caeeb0","69169484eb7c3b9a186dbe8a","6913f9c07890d136d35d0a77","0","3","2","CB","CB-SEED-001","Calentamiento B","360","382","completado","1","2025-11-15T15:26:43.000Z","2025-11-15T15:33:05.000Z","69169489afcaf3487298b8e2","2025-11-14T02:31:37.067000","2025-11-14T02:31:37.067000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169488f4c3303759caeeb0","69169484eb7c3b9a186dbe8a","6913f9c07890d136d35d0a77","0","3","3","VC","VC-SEED-001","Vuelta a la Calma","240","210","completado","0","2025-11-15T15:33:05.000Z","2025-11-15T15:36:35.000Z","6916948909f08eef8dffd1ac","2025-11-14T02:31:37.292000","2025-11-14T02:31:37.292000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"6916948952012918c46ca677","69169484eb7c3b9a186dbe8a","6913f9c07890d136d35d0a77","0","4","0","CA","CA-SEED-001","Calentamiento A","300","0","omitido","1","2025-11-16T14:21:00.000Z","2025-11-16T14:21:00.000Z","691694893ed8843c02bc9cac","2025-11-14T02:31:37.846000","2025-11-14T02:31:37.846000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"6916948952012918c46ca677","69169484eb7c3b9a186dbe8a","6913f9c07890d136d35d0a77","0","4","1","CB","CB-SEED-001","Calentamiento B","360","355","completado","0","2025-11-16T14:21:00.000Z","2025-11-16T14:26:55.000Z","6916948a5e3666af34b7e605","2025-11-14T02:31:38.170000","2025-11-14T02:31:38.170000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"6916948952012918c46ca677","69169484eb7c3b9a186dbe8a","6913f9c07890d136d35d0a77","0","4","2","TC","TC-SEED-001","Técnica Central","480","488","completado","1","2025-11-16T14:26:55.000Z","2025-11-16T14:35:03.000Z","6916948ab968350bfe9cc86b","2025-11-14T02:31:38.493000","2025-11-14T02:31:38.493000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"6916948b1dfb53fe9f8505f9","6916948b3d89609d052c1fdb","691432b999585b6c94028617","0","0","0","TM","TM-SEED-001","Técnica Mantenimiento","360","342","completado","1","2025-10-27T20:14:00.000Z","2025-10-27T20:19:42.000Z","6916948c149cc233a701ec9e","2025-11-14T02:31:40.037000","2025-11-14T02:31:40.037000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"6916948b1dfb53fe9f8505f9","6916948b3d89609d052c1fdb","691432b999585b6c94028617","0","0","1","CA","CA-SEED-001","Calentamiento A","300","329","completado","0","2025-10-27T20:19:42.000Z","2025-10-27T20:25:11.000Z","6916948c6e79c8897662265b","2025-11-14T02:31:40.266000","2025-11-14T02:31:40.266000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"6916948b1dfb53fe9f8505f9","6916948b3d89609d052c1fdb","691432b999585b6c94028617","0","0","2","CB","CB-SEED-001","Calentamiento B","360","0","omitido","0","2025-10-27T20:25:11.000Z","2025-10-27T20:25:11.000Z","6916948cfcd8ef2aab7eba4f","2025-11-14T02:31:40.490000","2025-11-14T02:31:40.490000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"6916948c7859763f31eb74e0","6916948b3d89609d052c1fdb","691432b999585b6c94028617","0","1","0","CA","CA-SEED-001","Calentamiento A","300","271","completado","1","2025-10-30T09:10:00.000Z","2025-10-30T09:14:31.000Z","6916948c3d89609d052c1fdc","2025-11-14T02:31:40.944000","2025-11-14T02:31:40.944000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"6916948c7859763f31eb74e0","6916948b3d89609d052c1fdb","691432b999585b6c94028617","0","1","1","TM","TM-SEED-001","Técnica Mantenimiento","360","384","completado","1","2025-10-30T09:14:31.000Z","2025-10-30T09:20:55.000Z","6916948d603ad071498b09f9","2025-11-14T02:31:41.248000","2025-11-14T02:31:41.248000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"6916948c7859763f31eb74e0","6916948b3d89609d052c1fdb","691432b999585b6c94028617","0","1","2","CB","CB-SEED-001","Calentamiento B","360","0","omitido","0","2025-10-30T09:20:55.000Z","2025-10-30T09:20:55.000Z","6916948ddb3666e84440c12b","2025-11-14T02:31:41.551000","2025-11-14T02:31:41.551000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"6916948dfcd8ef2aab7eba50","6916948b3d89609d052c1fdb","691432b999585b6c94028617","0","2","0","CA","CA-SEED-001","Calentamiento A","300","272","completado","1","2025-11-01T15:30:00.000Z","2025-11-01T15:34:32.000Z","6916948e3ed8843c02bc9cb1","2025-11-14T02:31:42.161000","2025-11-14T02:31:42.161000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"6916948dfcd8ef2aab7eba50","6916948b3d89609d052c1fdb","691432b999585b6c94028617","0","2","1","TC","TC-SEED-001","Técnica Central","480","473","completado","0","2025-11-01T15:34:32.000Z","2025-11-01T15:42:25.000Z","6916948e304073f184af7074","2025-11-14T02:31:42.392000","2025-11-14T02:31:42.392000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"6916948dfcd8ef2aab7eba50","6916948b3d89609d052c1fdb","691432b999585b6c94028617","0","2","2","TM","TM-SEED-001","Técnica Mantenimiento","360","364","completado","1","2025-11-01T15:42:25.000Z","2025-11-01T15:48:29.000Z","6916948e1b2b73069c4eb0de","2025-11-14T02:31:42.616000","2025-11-14T02:31:42.616000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"6916948dfcd8ef2aab7eba50","6916948b3d89609d052c1fdb","691432b999585b6c94028617","0","2","3","FM","FM-SEED-001","Fragmento Musical","600","0","omitido","0","2025-11-01T15:48:29.000Z","2025-11-01T15:48:29.000Z","6916948e6f8b7eb9c89d0f54","2025-11-14T02:31:42.835000","2025-11-14T02:31:42.835000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169490f3749f27779db66b","69169490c69f034bf66bc0be","691432b999585b6c94028617","0","0","0","CA","CA-SEED-001","Calentamiento A","300","308","completado","1","2025-11-03T21:30:00.000Z","2025-11-03T21:35:08.000Z","69169490a768bf0d5e9d9d48","2025-11-14T02:31:44.700000","2025-11-14T02:31:44.700000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169490f3749f27779db66b","69169490c69f034bf66bc0be","691432b999585b6c94028617","0","0","1","CB","CB-SEED-001","Calentamiento B","360","344","completado","0","2025-11-03T21:35:08.000Z","2025-11-03T21:40:52.000Z","691694902c0a98ec57c5f894","2025-11-14T02:31:44.920000","2025-11-14T02:31:44.920000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169490f3749f27779db66b","69169490c69f034bf66bc0be","691432b999585b6c94028617","0","0","2","TM","TM-SEED-001","Técnica Mantenimiento","360","358","completado","0","2025-11-03T21:40:52.000Z","2025-11-03T21:46:50.000Z","691694913b4bf8d5abf61ed4","2025-11-14T02:31:45.165000","2025-11-14T02:31:45.165000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169490f3749f27779db66b","69169490c69f034bf66bc0be","691432b999585b6c94028617","0","0","3","FM","FM-SEED-001","Fragmento Musical","600","616","completado","0","2025-11-03T21:46:50.000Z","2025-11-03T21:57:06.000Z","69169491a0c13fcce8bcd2d1","2025-11-14T02:31:45.406000","2025-11-14T02:31:45.406000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"691694913ed8843c02bc9cb3","69169490c69f034bf66bc0be","691432b999585b6c94028617","0","1","0","FM","FM-SEED-001","Fragmento Musical","600","622","completado","1","2025-11-04T10:45:00.000Z","2025-11-04T10:55:22.000Z","691694915e3666af34b7e60e","2025-11-14T02:31:45.937000","2025-11-14T02:31:45.937000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
